latitude,longitude,distance
55.55282193720964,-21.363983021238944,1359805.3175465462
55.60282193720964,-21.363983021238944,1362483.0105907326
55.65282193720964,-21.363983021238944,1365177.8413017765
55.702821937209634,-21.363983021238944,1367889.7083735152
55.75282193720963,-21.363983021238944,1370618.5106635957
55.45282193720965,-21.313983021238943,1351725.6523691437
55.502821937209646,-21.313983021238943,1354377.617935023
55.55282193720964,-21.313983021238943,1357046.926547536
55.60282193720964,-21.313983021238943,1359733.476048729
55.65282193720964,-21.313983021238943,1362437.1644291412
55.702821937209634,-21.313983021238943,1365157.8898391891
55.75282193720963,-21.313983021238943,1367895.5506003082
55.80282193720963,-21.313983021238943,1370650.0452158567
55.352821937209654,-21.263983021238943,1343683.0391800501
55.40282193720965,-21.263983021238943,1346308.87856176
55.45282193720965,-21.263983021238943,1348952.2689394292
55.502821937209646,-21.263983021238943,1351613.1073193846
55.55282193720964,-21.263983021238943,1354291.290840182
55.60282193720964,-21.263983021238943,1356986.7167844975
55.65282193720964,-21.263983021238943,1359699.282590771
55.702821937209634,-21.263983021238943,1362428.885864607
55.75282193720963,-21.263983021238943,1365175.4243899325
55.30282193720966,-21.213983021238942,1338277.540270188
55.352821937209654,-21.213983021238942,1340894.609798549
55.40282193720965,-21.213983021238942,1343529.3370284594
55.45282193720965,-21.213983021238942,1346181.6182632574
55.502821937209646,-21.213983021238942,1348851.3499336739
55.55282193720964,-21.213983021238942,1351538.428609993
55.60282193720964,-21.213983021238942,1354242.7510139672
55.65282193720964,-21.213983021238942,1356964.2140304788
55.702821937209634,-21.213983021238942,1359702.714718957
55.75282193720963,-21.213983021238942,1362458.1503245453
55.80282193720963,-21.213983021238942,1365230.4182890253
55.30282193720966,-21.16398302123894,1335482.9147239714
55.352821937209654,-21.16398302123894,1338108.8897050633
55.40282193720965,-21.16398302123894,1340752.5257529519
55.45282193720965,-21.16398302123894,1343413.7185862563
55.502821937209646,-21.16398302123894,1346092.3640583868
55.55282193720964,-21.16398302123894,1348788.3581697317
55.60282193720964,-21.16398302123894,1351501.5970795893
55.65282193720964,-21.16398302123894,1354231.977117851
55.702821937209634,-21.16398302123894,1356979.3947964287
55.75282193720963,-21.16398302123894,1359743.7468204359
55.80282193720963,-21.16398302123894,1362524.9300991152
55.25282193720966,-21.11398302123894,1330073.8630543693
55.30282193720966,-21.11398302123894,1332690.9955262109
55.352821937209654,-21.11398302123894,1335325.8971985525
55.40282193720965,-21.11398302123894,1337978.4630736709
55.45282193720965,-21.11398302123894,1340648.588283666
55.502821937209646,-21.11398302123894,1343336.1681029259
55.55282193720964,-21.11398302123894,1346041.097960339
55.60282193720964,-21.11398302123894,1348763.2734512452
55.65282193720964,-21.11398302123894,1351502.5903491345
55.702821937209634,-21.11398302123894,1354258.944617087
55.75282193720963,-21.11398302123894,1357032.232418962
55.25282193720966,-21.06398302123894,1327275.7241230786
55.30282193720966,-21.06398302123894,1329901.8010663176
55.352821937209654,-21.06398302123894,1332545.6507099334
55.40282193720965,-21.06398302123894,1335207.1674603287
55.45282193720965,-21.06398302123894,1337886.245861303
55.502821937209646,-21.06398302123894,1340582.7806065448
55.55282193720964,-21.06398302123894,1343296.6665518633
55.60282193720964,-21.06398302123894,1346027.7987271582
55.65282193720964,-21.06398302123894,1348776.072348134
55.702821937209634,-21.06398302123894,1351541.3828277483
55.25282193720966,-21.01398302123894,1324480.3068989895
55.30282193720966,-21.01398302123894,1327115.3498673365
55.352821937209654,-21.01398302123894,1329768.1688030837
55.40282193720965,-21.01398302123894,1332438.6575149002
55.45282193720965,-21.01398302123894,1335126.7099565282
55.502821937209646,-21.01398302123894,1337832.2202393003
55.55282193720964,-21.01398302123894,1340555.0826443918
55.60282193720964,-21.01398302123894,1343295.1916348075
55.65282193720964,-21.01398302123894,1346052.4418671057
55.702821937209634,-21.01398302123894,1348826.7282028613
55.30282193720966,-20.96398302123894,1324331.6605869704
55.352821937209654,-20.96398302123894,1326993.470175848
55.40282193720965,-20.96398302123894,1329672.9519726126
55.45282193720965,-20.96398302123894,1332369.999339216
55.502821937209646,-20.96398302123894,1335084.5058030044
55.55282193720964,-20.96398302123894,1337816.365068989
55.60282193720964,-20.96398302123894,1340565.4710318483
55.65282193720964,-20.96398302123894,1343331.717787664
55.352821937209654,-20.913983021238938,1324221.573661053
55.40282193720965,-20.913983021238938,1326910.0697029436
55.45282193720965,-20.913983021238938,1329616.1329127373
55.502821937209646,-20.913983021238938,1332339.656232188
55.55282193720964,-20.913983021238938,1335080.5327886385
55.60282193720964,-20.913983021238938,1337838.6559070374
latitude,longitude,distance
55.55282193720964,-21.363983021238944,1359805.3175465462
55.60282193720964,-21.363983021238944,1362483.0105907326
55.65282193720964,-21.363983021238944,1365177.8413017765
55.702821937209634,-21.363983021238944,1367889.7083735152
55.75282193720963,-21.363983021238944,1370618.5106635957
55.45282193720965,-21.313983021238943,1351725.6523691437
55.502821937209646,-21.313983021238943,1354377.617935023
55.55282193720964,-21.313983021238943,1357046.926547536
55.60282193720964,-21.313983021238943,1359733.476048729
55.65282193720964,-21.313983021238943,1362437.1644291412
55.702821937209634,-21.313983021238943,1365157.8898391891
55.75282193720963,-21.313983021238943,1367895.5506003082
55.80282193720963,-21.313983021238943,1370650.0452158567
55.352821937209654,-21.263983021238943,1343683.0391800501
55.40282193720965,-21.263983021238943,1346308.87856176
55.45282193720965,-21.263983021238943,1348952.2689394292
55.502821937209646,-21.263983021238943,1351613.1073193846
55.55282193720964,-21.263983021238943,1354291.290840182
55.60282193720964,-21.263983021238943,1356986.7167844975
55.65282193720964,-21.263983021238943,1359699.282590771
55.702821937209634,-21.263983021238943,1362428.885864607
55.75282193720963,-21.263983021238943,1365175.4243899325
55.30282193720966,-21.213983021238942,1338277.540270188
55.352821937209654,-21.213983021238942,1340894.609798549
55.40282193720965,-21.213983021238942,1343529.3370284594
55.45282193720965,-21.213983021238942,1346181.6182632574
55.502821937209646,-21.213983021238942,1348851.3499336739
55.55282193720964,-21.213983021238942,1351538.428609993
55.60282193720964,-21.213983021238942,1354242.7510139672
55.65282193720964,-21.213983021238942,1356964.2140304788
55.702821937209634,-21.213983021238942,1359702.714718957
55.75282193720963,-21.213983021238942,1362458.1503245453
55.80282193720963,-21.213983021238942,1365230.4182890253
55.30282193720966,-21.16398302123894,1335482.9147239714
55.352821937209654,-21.16398302123894,1338108.8897050633
55.40282193720965,-21.16398302123894,1340752.5257529519
55.45282193720965,-21.16398302123894,1343413.7185862563
55.502821937209646,-21.16398302123894,1346092.3640583868
55.55282193720964,-21.16398302123894,1348788.3581697317
55.60282193720964,-21.16398302123894,1351501.5970795893
55.65282193720964,-21.16398302123894,1354231.977117851
55.702821937209634,-21.16398302123894,1356979.3947964287
55.75282193720963,-21.16398302123894,1359743.7468204359
55.80282193720963,-21.16398302123894,1362524.9300991152
55.25282193720966,-21.11398302123894,1330073.8630543693
55.30282193720966,-21.11398302123894,1332690.9955262109
55.352821937209654,-21.11398302123894,1335325.8971985525
55.40282193720965,-21.11398302123894,1337978.4630736709
55.45282193720965,-21.11398302123894,1340648.588283666
55.502821937209646,-21.11398302123894,1343336.1681029259
55.55282193720964,-21.11398302123894,1346041.097960339
55.60282193720964,-21.11398302123894,1348763.2734512452
55.65282193720964,-21.11398302123894,1351502.5903491345
55.702821937209634,-21.11398302123894,1354258.944617087
55.75282193720963,-21.11398302123894,1357032.232418962
55.25282193720966,-21.06398302123894,1327275.7241230786
55.30282193720966,-21.06398302123894,1329901.8010663176
55.352821937209654,-21.06398302123894,1332545.6507099334
55.40282193720965,-21.06398302123894,1335207.1674603287
55.45282193720965,-21.06398302123894,1337886.245861303
55.502821937209646,-21.06398302123894,1340582.7806065448
55.55282193720964,-21.06398302123894,1343296.6665518633
55.60282193720964,-21.06398302123894,1346027.7987271582
55.65282193720964,-21.06398302123894,1348776.072348134
55.702821937209634,-21.06398302123894,1351541.3828277483
55.25282193720966,-21.01398302123894,1324480.3068989895
55.30282193720966,-21.01398302123894,1327115.3498673365
55.352821937209654,-21.01398302123894,1329768.1688030837
55.40282193720965,-21.01398302123894,1332438.6575149002
55.45282193720965,-21.01398302123894,1335126.7099565282
55.502821937209646,-21.01398302123894,1337832.2202393003
55.55282193720964,-21.01398302123894,1340555.0826443918
55.60282193720964,-21.01398302123894,1343295.1916348075
55.65282193720964,-21.01398302123894,1346052.4418671057
55.702821937209634,-21.01398302123894,1348826.7282028613
55.30282193720966,-20.96398302123894,1324331.6605869704
55.352821937209654,-20.96398302123894,1326993.470175848
55.40282193720965,-20.96398302123894,1329672.9519726126
55.45282193720965,-20.96398302123894,1332369.999339216
55.502821937209646,-20.96398302123894,1335084.5058030044
55.55282193720964,-20.96398302123894,1337816.365068989
55.60282193720964,-20.96398302123894,1340565.4710318483
55.65282193720964,-20.96398302123894,1343331.717787664
55.352821937209654,-20.913983021238938,1324221.573661053
55.40282193720965,-20.913983021238938,1326910.0697029436
55.45282193720965,-20.913983021238938,1329616.1329127373
55.502821937209646,-20.913983021238938,1332339.656232188
55.55282193720964,-20.913983021238938,1335080.5327886385
55.60282193720964,-20.913983021238938,1337838.6559070374
-60.837819755453076,14.437026777487016,5415096.136946059
-61.08781975545306,14.487026777487017,5429100.98227826
-61.037819755453064,14.487026777487017,5425853.3829064015
-60.98781975545307,14.487026777487017,5422608.586344627
-60.93781975545307,14.487026777487017,5419366.597978646
-60.88781975545307,14.487026777487017,5416127.423202028
-60.837819755453076,14.487026777487017,5412891.067416208
-61.037819755453064,14.537026777487018,5423667.565232242
-60.98781975545307,14.537026777487018,5420418.344764218
-60.93781975545307,14.537026777487018,5417171.930484551
-60.88781975545307,14.537026777487018,5413928.327791808
-60.837819755453076,14.537026777487018,5410687.542092457
-60.98781975545307,14.587026777487019,5418229.646939328
-60.93781975545307,14.587026777487019,5414978.807848078
-60.88781975545307,14.587026777487019,5411730.778331199
-61.08781975545306,14.63702677748702,5422561.422292616
-61.037819755453064,14.63702677748702,5419300.560612962
-60.98781975545307,14.63702677748702,5416042.49567606
-60.93781975545307,14.63702677748702,5412787.232882395
-60.88781975545307,14.63702677748702,5409534.777640436
-61.13781975545306,14.68702677748702,5423652.7289417675
-61.08781975545306,14.68702677748702,5420384.659453332
-61.037819755453064,14.68702677748702,5417119.379267769
-60.98781975545307,14.68702677748702,5413856.8937824005
-60.93781975545307,14.68702677748702,5410597.208402581
-61.13781975545306,14.73702677748702,5421481.931309981
-61.08781975545306,14.73702677748702,5418209.446516566
-61.037819755453064,14.73702677748702,5414939.748968605
-60.98781975545307,14.73702677748702,5411672.844068223
-60.93781975545307,14.73702677748702,5408408.737225612
-61.187819755453056,14.787026777487021,5422592.363934487
-61.13781975545306,14.787026777487021,5419312.685217538
-61.08781975545306,14.787026777487021,5416035.7862798115
-61.037819755453064,14.787026777487021,5412761.672520095
-61.187819755453056,14.837026777487022,5420429.083067885
-61.13781975545306,14.837026777487022,5417144.993456625
-61.08781975545306,14.837026777487022,5413863.681542409
